,0
0,FOXA1
1,G6PD
2,TIMP1
3,MLPH
4,ESR1
5,SPDEF
6,FOXC1
7,AGR3
8,SLC44A4
9,CA12
10,MIEN1
11,GATA3
12,TBC1D9
13,AGR2
14,CCNE2
15,STARD3
16,THSD4
17,PRR15
18,MIR143HG
19,CCDC170
20,DEGS2
21,CENPA
22,C5AR2
23,ERBB2
24,NCAPG
25,RGMA
26,TPX2
27,TFF3
28,NDC80
29,GRB7
30,CMBL
31,CDC20
32,SLC7A8
33,GREB1
34,PGAP3
35,CEP55
36,ERBB4
37,HID1
38,FOXM1
39,GABRP
40,HJURP
41,SFRP1
42,SCUBE2
43,FSCN1
44,POLQ
45,IFRD1
46,LMX1B
47,MAPT
48,ANXA9
49,SGOL1
50,C9orf152
51,SKA1
52,KCNK5
53,PSMD3
54,ARMT1
55,INPP4B
56,TTK
57,RERG
58,DEPDC1B
59,ORMDL3
60,SUSD3
61,KIF18B
62,CLSTN2
63,GFRA1
64,KIF2C
65,AFF3
66,UBE2C
67,GATA3-AS1
68,BIRC5
69,CRYAB
70,CDCA7
71,CELSR1
72,CDCA2
73,AURKA
74,PLOD1
75,MELK
76,MAP2
77,CDCA5
78,BCAS1
79,UBE2T
80,NAT1
81,SERPINB5
82,SLC39A6
83,CENPE
84,GINS1
85,WWP1
86,ABCA12
87,TRIM3
88,FSIP1
89,ZBTB42
90,FAM83D
91,TMEM63C
92,GTSE1
93,MFGE8
94,TFF1
95,IGF1R
96,KRT6B
97,SPAG5
98,PGR
99,TRIM2
100,KIF18A
101,TMEM45B
102,MYBL2
103,DSC3
104,UBXN10
105,KIF14
106,CREB3L4
107,NUF2
108,TFCP2L1
109,ANLN
110,SCARB1
111,FAT2
112,KIF20A
113,TSPAN1
114,ID4
115,CDC6
116,SYBU
117,ASPM
118,PARD6B
119,CX3CL1
120,CDKN3
121,KIF15
122,SLC2A10
123,MBOAT1
124,CBLC
125,CDK1
126,SLC9A3R1
127,CYP2B7P
128,ESPL1
129,PRRT3
130,SERHL
131,LONRF2
132,DLGAP5
133,ASB13
134,ATAD2
135,ITGB8
136,CMYA5
137,NEK2
138,ENPP1
139,ELF5
140,CRIP1
141,ABCC11
142,PADI2
143,LAMP5
144,STMN1
145,RIMS4
146,E2F8
147,CDH3
148,SCNN1A
149,CHI3L2
150,AKR7A3
151,FGFR2
152,PHGDH
153,EGR1
154,ZG16B
155,HMMR
156,SIAH2
157,REEP1
158,TCF19
159,EGFR
160,PSRC1
161,TGFA
162,GSDMB
163,ATP7B
164,SPC25
165,NKAIN1
166,UBASH3B
167,CTSV
168,CPA3
169,TINAGL1
170,GPSM2
171,FGD3
172,SLC7A2
173,WNK4
174,KRT17
175,SRARP
176,CENPF
177,GSTP1
178,TPSAB1
179,PMAIP1
180,KIAA0226L
181,SERPINA11
182,IL17RD
183,TMC5
184,IQGAP3
185,ADAMTS15
186,LMO4
187,FAM111B
188,GALNT7
189,ANKRD30A
190,PROM1
191,FAAH
192,TOP2A
193,STAC2
194,GALNT10
195,MTL5
196,EME1
197,TPSB2
198,KRT5
199,SLC7A5
200,MSX2
201,CDC7
202,RHOJ
203,IRS1
204,NDRG2
205,GEN1
206,SERHL2
207,STC2
208,EPN3
209,RNASE4
210,NEK10
211,CLSPN
212,ERBB3
213,CHRD
214,PROS1
215,DNAH5
216,CHAD
217,LFNG
218,PTGER3
219,KIAA1524
220,PRLR
221,ACTR3B
222,ZNF516
223,KCNMB1
224,PARPBP
225,ACOX2
226,HELLS
227,GRIK3
228,COTL1
229,MUCL1
230,FAM189A2
231,PTPRT
232,DEK
233,TNFRSF21
234,RET
235,MATN3
236,S100A1
237,KIAA1467
238,MYC
239,ELOVL2
240,PDGFA
241,TPRG1
242,ATAD5
243,GALNT6
244,KIF12
245,KIAA1804
246,CCDC8
247,TRPV6
248,C4A
249,KRT14
250,PHYHD1
251,CYP4Z2P
252,E2F7
253,PCSK6
254,CDKN2A
255,MFAP4
256,CNKSR3
257,CCDC74A
258,SDR16C5
259,GPRC5C
260,GDF15
261,EGR3
262,NES
263,UHRF1
264,KIF13B
265,NCAM2
266,NFE2L3
267,SUSD2
268,METRN
269,FGF11
270,MYH11
271,CIT
272,SYT9
273,CHI3L1
274,SLC40A1
275,MRPL27
276,CACNG4
277,CX3CR1
278,KRT23
279,CYP4B1
280,KIAA0101
281,UCHL1
282,SLPI
283,MED24
284,OSCP1
285,FBXL7
286,GCNT2
287,MPP7
288,FA2H
289,KHDRBS3
290,SPEG
291,PVT1
292,TRPV4
293,NGFR
294,WDR62
295,SERPINA5
296,SEPT3
297,ST8SIA6
298,MPP2
299,ITGA7
300,TMPO
301,B3GNT7
302,FGFR4
303,CPE
304,INAVA
305,TNXB
306,SAPCD2
307,ADCY1
308,COL17A1
309,BAIAP3
310,KRTCAP3
311,SPATA20
312,HPN
313,ACTG2
314,CRISPLD1
315,ANXA3
316,NTRK2
317,NFIB
318,KITLG
319,PEAR1
320,CEACAM5
321,CNTNAP2
322,MFSD2A
323,EFCC1
324,ADGRL2
325,CEP128
326,CLGN
327,ATP1A1
328,TP63
329,KMO
330,CPNE8
331,HMGB2
332,GYLTL1B
333,SEPHS2
334,CNN1
335,TMEM26
336,CFAP45
337,ABHD2
338,ACKR1
339,MYBL1
340,PLAT
341,HS6ST3
342,MEX3A
343,ZNF652
344,PLA2G16
345,KIT
346,PDZK1
347,EVA1B
348,ALPL
349,SVEP1
350,DOK7
351,CEACAM6
352,APEH
353,THRB
354,KIF20B
355,SYT17
356,DOCK1
357,RGS11
358,MYO19
359,KRT15
360,GP2
361,CES1
362,GNA14
363,SRPX
364,FAM198A
365,RGS5
366,EEF1A2
367,KCNE4
368,THNSL1
369,LAMP3
370,RDH10
371,PPP1R14B
372,SERPINA3
373,XYLT2
374,NAV3
375,RGS2
376,ASAH1
377,HPX
378,PTN
379,MPZL2
380,POLE2
381,PKP1
382,FANK1
383,ZC4H2
384,BTNL9
385,NXPH3
386,CSPG4
387,NTN4
388,SLC34A2
389,C7
390,MSL3P1
391,GGH
392,PHLDA1
393,TUBA4A
394,CBR3
395,DUSP4
396,GRASP
397,ADGRV1
398,GMNN
399,SULT2B1
400,WLS
401,OBSCN
402,FMN1
403,NSA2
404,TMEM184A
405,GAS6
406,IL33
407,TRPS1
408,PDLIM4
409,FASN
410,STARD13
411,ACSL1
412,CCT6A
413,SYT1
414,SGK3
415,SLC35B1
416,ITGA3
417,GNA15
418,ITM2A
419,VANGL2
420,RORC
421,MMP11
422,CENPH
423,RCAN1
424,SEMA4G
425,SEMA6D
426,SCGB2A2
427,S100A9
428,MDFI
429,ALDH4A1
430,EGR2
431,YPEL2
432,PABPC1L
433,ANKRD36BP1
434,LRRC59
435,CYP26B1
436,TGIF2
437,LRG1
438,MMP1
439,LOC642846
440,SSC5D
441,CLDN8
442,CISD3
443,PLD4
444,NPY1R
445,GPR39
446,KIF5C
447,NMNAT3
448,FMO5
449,FMO2
450,MFSD7
451,PCDH1
452,SLC27A2
453,ADRA2A
454,ADAMTS9
455,TRPM4
456,SPATA18
457,C14orf132
458,PLEKHB1
459,THBS4
460,RAD21
461,PCDHGB7
462,PI15
463,HIC1
464,HGD
465,NOVA1
466,SLC16A14
467,PDK4
468,CLDN1
469,MPV17L
470,CPQ
471,CITED4
472,GATA2
473,FOS
474,LRP2
475,CYP21A2
476,PLEKHG4B
477,VWA5A
478,PCGF2
479,LYPD6
480,BRCA2
481,SERINC1
482,MOCOS
483,F3
484,SAA1
485,EEF2
486,STAT5B
487,SLC45A3
488,NDRG1
489,DHRS2
490,TFAP2B
491,KYNU
492,AIF1L
493,FOSB
494,RNF39
495,BAHCC1
496,COL10A1
497,RPP25
498,EDNRB
499,PABPC1
500,FZD1
501,TUBB3
502,SOD3
503,ALDH3B2
504,KLHDC7A
505,UNC13D
506,PLCH2
507,MAL2
508,CBS
509,APH1A
510,PIP
511,PPP1R1B
512,ITGB4
513,MVK
514,SEMA3E
515,RPN1
516,SCD
517,PRSS23
518,PERP
519,LPL
520,SYNCRIP
521,SPTSSB
522,SLC2A1
523,TGFBR3
524,TRIM58
525,CFD
526,CTSC
527,GDAP1
528,DGAT2
529,ALOX15B
530,UCP2
531,BMPR1B
532,ARL4A
533,RSAD1
534,SHC2
535,MSH5
536,HRASLS5
537,IL20RA
538,IDO1
539,TPM3
540,OXCT1
541,MME
542,SEPT4
543,RPS6KA1
544,SCGB1D2
545,C7ORF13
546,CDR2L
547,FLNC
548,ARID5A
549,ADAMTS1
550,CALR
551,BPIFB1
552,HIST1H4H
553,FADS1
554,KRT7
555,OXTR
556,ACSS3
557,STEAP2
558,PHLPP1
559,S100A10
560,IL32
561,HOXB2
562,ALDOA
563,BNIPL
564,ERLIN2
565,TRNP1
566,CBX3
567,AREG
568,KCNMA1
569,HBB
570,FCGBP
571,TPM2
572,TAGLN2
573,SLC5A1
574,ADH1B
575,CLIC6
576,GSTO2
577,ATP2C2
578,DSG2
579,ID1
580,TSPYL5
581,CYP4X1
582,JUNB
583,RPL39L
584,ANKRD37
585,PRSS16
586,MLLT11
587,SYAP1
588,DSEL
589,CD44
590,LAMA1
591,FAM60A
592,C1QTNF3
593,TNK1
594,PLIN1
595,NDUFA4L2
596,MUC1
597,DDIT4
598,HSPA4L
599,FABP4
600,HEATR6
601,BACE2
602,P3H3
603,BCAS3
604,THRSP
605,HR
606,DMKN
607,PSMB3
608,TPPP
609,H2AFY2
610,SULT1A1
611,MGLL
612,CTNND2
613,SERPINH1
614,MLF1
615,PMP22
616,SLITRK6
617,KLHDC7B
618,HSPB8
619,APOD
620,SIX2
621,ANGPTL4
622,CFB
623,S100A11
624,PRODH
625,CHL1
626,PLAUR
627,SQLE
628,CST1
629,FADS2
630,ACTB
631,CYP4Z1
632,TPT1
633,SYNPO2
634,LNX1
635,SNRPN
636,HIST1H2BD
637,CXADR
638,FAM83E
639,SLC6A9
640,CA11
641,CHRDL1
642,RPL41
643,SUSD4
644,TNNT1
645,DEPTOR
646,DOCK7
647,RAMP3
648,SRP14
649,NDUFB9
650,ERMP1
651,IER3
652,EPCAM
653,EPHX2
654,NPTN
655,FHL2
656,FGF7
657,VTCN1
658,ADIPOQ
659,DCAF6
660,DIRAS1
661,KIAA1683
662,ATP2A3
663,SHISA2
664,ZBTB7C
665,S100A4
666,NDEL1
667,CAP2
668,POU2AF1
669,CORO1B
670,UBE2Z
671,ZNF718
672,SEMA6A
673,ADCY5
674,CCL21
675,LRRN1
676,GOLGA8A
677,ACSF2
678,APOBEC3B
679,BMS1P20
680,KIF1C
681,RPS19
682,PDK2
683,CBR1
684,COMP
685,GSTA4
686,MIR205HG
687,KLHL24
688,CGNL1
689,DNAJC6
690,COLEC12
691,ETV4
692,RNF43
693,GNAS
694,ESM1
695,RPS6
696,SLC22A17
697,DUOX1
698,GBP5
699,CTNNB1
700,SERPINE1
701,MARC1
702,VASH2
703,GSTM2
704,ZNF486
705,GPD1
706,PDZK1IP1
707,STX1A
708,CPAMD8
709,SORBS2
710,ADAMTS5
711,C11orf80
712,CDKN2C
713,TMPRSS13
714,MGP
715,TEAD2
716,PACSIN1
717,SLC38A1
718,LYNX1
719,FAM86DP
720,WISP2
721,MYH14
722,GRK5
723,ITGB6
724,SELM
725,NPC2
726,ATP6V1B1
727,PLXNB3
728,RPL11
729,CXCL13
730,PDLIM3
731,ABCC3
732,HIST1H2BK
733,MID1IP1
734,RGS10
735,SLFN13
736,DIO2
737,KDELR3
738,PDE1B
739,ANXA5
740,CD36
741,ZBED6CL
742,PDGFRA
743,COL4A5
744,HSP90AB1
745,PFN2
746,BCL11B
747,CP
748,HIST1H2AC
749,SMTN
